method;Replicate number;id_sample;gradient;alti;INat;abundance;stade;state;sexe;mass;referential;canonic;id;rankName;referenceName;familyName;orderName;className;phylumName
barber;5;ANI-22-0016;ARM;1750;0;1;NA;NA;NA;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
barber;5;ANI-22-0049;MSB;1370;0;1;œuf;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
barber;5;ANI-22-0060;MSB;1420;0;1;NA;NA;NA;NA;taxref;Diplopoda;185607;Classe;Diplopoda de Blainville in Gervais, 1844;NA;NA;Diplopoda;Arthropoda
barber;5;ANI-22-0291;VTN;1675;0;2;ad;NA;NA;NA;taxref;Diplopoda;185607;Classe;Diplopoda de Blainville in Gervais, 1844;NA;NA;Diplopoda;Arthropoda
barber;6;ANI-21-0546;ARG;1420;0;1;NA;NA;NA;0.0156;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
barber;6;ANI-21-0557;ARG;1620;0;1;NA;NA;NA;0.005;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
barber;6;ANI-21-0557;ARG;1620;0;3;NA;NA;hermaphrodite;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
barber;6;ANI-21-0568;ARG;1790;0;1;NA;NA;hermaphrodite;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
barber;6;ANI-21-0612;BOU;1240;0;1;NA;NA;NA;0.0184;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
barber;6;ANI-21-0711;CAU;2020;0;1;NA;NA;hermaphrodite;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
barber;6;ANI-21-0711;CAU;2020;0;5;ad;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
barber;6;ANI-21-0744;CAU;2650;0;1;NA;NA;NA;0.0223;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
barber;6;ANI-21-0766;MOU;1940;0;1;NA;NA;NA;0.0154;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
barber;6;ANI-21-0788;MOU;2355;0;1;NA;NA;NA;0.0064;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
barber;6;ANI-21-0821;RIS;1900;0;1;NA;NA;NA;0.012;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
barber;6;ANI-21-0821;RIS;1900;0;1;NA;NA;NA;0.0127;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
barber;6;ANI-21-0821;RIS;1900;0;1;NA;NA;NA;0.0156;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
barber;6;ANI-21-0821;RIS;1900;0;1;NA;NA;NA;0.0192;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
barber;6;ANI-21-0832;RIS;2195;0;1;NA;NA;NA;0.002;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
barber;6;ANI-21-0854;RIS;2570;0;1;NA;NA;NA;0.004;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
barber;6;ANI-21-0887;TAN;1420;0;1;NA;NA;NA;0.0053;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
barber;6;ANI-21-0887;TAN;1420;0;1;NA;NA;NA;0.009;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
barber;6;ANI-21-0898;TAN;1700;0;1;NA;NA;hermaphrodite;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
barber;6;ANI-21-0964;VCHA;2150;1;1;NA;NA;hermaphrodite;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
barber;6;ANI-22-0006;ARM;1520;0;1;NA;NA;NA;NA;taxref;Diplopoda;185607;Classe;Diplopoda de Blainville in Gervais, 1844;NA;NA;Diplopoda;Arthropoda
barber;6;ANI-22-0017;ARM;1750;1;2;NA;NA;NA;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
barber;6;ANI-22-0083;MSB;2020;0;1;NA;NA;NA;NA;taxref;Diplopoda;185607;Classe;Diplopoda de Blainville in Gervais, 1844;NA;NA;Diplopoda;Arthropoda
barber;6;ANI-22-0105;PEC;1152;1;1;NA;NA;NA;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
barber;6;ANI-22-0105;PEC;1152;1;2;NA;NA;NA;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
barber;6;ANI-22-0149;VAL;1860;1;2;NA;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
barber;6;ANI-22-0182;VAL;2450;0;3;NA;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
barber;6;ANI-22-0292;VTN;1675;0;1;ad;NA;NA;NA;taxref;Diplopoda;185607;Classe;Diplopoda de Blainville in Gervais, 1844;NA;NA;Diplopoda;Arthropoda
barber;6;ANI-22-0292;VTN;1675;0;1;NA;NA;NA;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
chasse à vue;NA;ANI-21-0547;ARG;1420;0;1;NA;NA;NA;0.0208;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0547;ARG;1420;0;1;NA;NA;NA;0.0743;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0547;ARG;1420;0;1;NA;NA;NA;0.0812;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0558;ARG;1620;0;1;NA;NA;NA;0.0032;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0558;ARG;1620;0;1;NA;NA;NA;0.0182;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0558;ARG;1620;0;1;NA;NA;hermaphrodite;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
chasse à vue;NA;ANI-21-0580;ARG;2000;0;1;ad;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0591;ARG;2230;0;1;NA;NA;NA;0.0725;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0624;BOU;1440;0;1;NA;NA;hermaphrodite;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
chasse à vue;NA;ANI-21-0624;BOU;1440;0;1;ad;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0624;BOU;1440;0;2;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0635;BOU;1620;0;1;NA;NA;NA;0.0032;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0635;BOU;1620;0;1;NA;NA;NA;0.0049;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0635;BOU;1620;0;1;NA;NA;NA;0.0076;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0635;BOU;1620;0;1;NA;NA;NA;0.008;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0635;BOU;1620;0;1;NA;NA;NA;0.0204;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0635;BOU;1620;0;1;NA;NA;NA;0.0701;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0635;BOU;1620;0;1;ad;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0668;CAU;1220;0;1;NA;NA;NA;0.0144;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0668;CAU;1220;0;1;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0668;CAU;1220;0;2;ad;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0679;CAU;1400;0;1;ad;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0679;CAU;1400;0;1;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0690;CAU;1630;0;1;NA;NA;NA;0.0028;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0690;CAU;1630;0;1;NA;NA;NA;0.0054;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0690;CAU;1630;0;1;NA;NA;NA;0.037;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0690;CAU;1630;0;2;NA;NA;hermaphrodite;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
chasse à vue;NA;ANI-21-0701;CAU;1800;0;1;NA;NA;NA;0.0033;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0701;CAU;1800;0;1;NA;NA;NA;0.0036;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0701;CAU;1800;0;1;NA;NA;NA;0.0039;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0701;CAU;1800;0;1;NA;NA;NA;0.0045;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0701;CAU;1800;0;2;NA;NA;hermaphrodite;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
chasse à vue;NA;ANI-21-0712;CAU;2020;0;3;ad;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0723;CAU;2225;0;1;ad;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0734;CAU;2445;0;1;NA;NA;NA;0.0035;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0734;CAU;2445;0;1;NA;NA;hermaphrodite;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
chasse à vue;NA;ANI-21-0734;CAU;2445;0;1;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0734;CAU;2445;0;2;ad;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0745;CAU;2650;0;1;NA;NA;NA;0.009;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0745;CAU;2650;0;2;ad;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0756;MOU;1810;0;8;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0767;MOU;1940;0;1;NA;NA;NA;0.0012;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0767;MOU;1940;0;1;NA;NA;hermaphrodite;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
chasse à vue;NA;ANI-21-0767;MOU;1940;0;2;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0767;MOU;1940;0;7;ad;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0778;MOU;2160;0;1;NA;NA;NA;0.0038;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0778;MOU;2160;0;3;ad;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0822;RIS;1900;0;1;NA;NA;NA;9,00E-04;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0822;RIS;1900;0;1;NA;NA;NA;0.0033;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0822;RIS;1900;0;1;NA;NA;NA;0.0134;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0833;RIS;2195;0;1;NA;NA;NA;0.0058;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0833;RIS;2195;0;6;ad;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0844;RIS;2340;0;5;ad;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0855;RIS;2570;0;1;NA;NA;hermaphrodite;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
chasse à vue;NA;ANI-21-0866;RIS;2770;0;1;NA;NA;NA;0.0038;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0866;RIS;2770;0;1;NA;NA;NA;0.0065;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0866;RIS;2770;0;4;NA;NA;hermaphrodite;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
chasse à vue;NA;ANI-21-0866;RIS;2770;0;2;ad;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0877;RIS;2890;0;1;NA;NA;hermaphrodite;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
chasse à vue;NA;ANI-21-0877;RIS;2890;0;1;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0888;TAN;1420;0;1;NA;NA;NA;0.0572;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0888;TAN;1420;0;1;NA;NA;hermaphrodite;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
chasse à vue;NA;ANI-21-0888;TAN;1420;0;3;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0899;TAN;1700;0;1;NA;NA;hermaphrodite;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
chasse à vue;NA;ANI-21-0899;TAN;1700;0;4;ad;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0954;VCHA;1910;0;1;NA;NA;NA;0.0028;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0965;VCHA;2150;0;1;NA;NA;NA;0.0029;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0976;VCHA;2330;0;1;NA;NA;NA;0.0046;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0976;VCHA;2330;0;1;NA;NA;NA;0.008;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0976;VCHA;2330;0;2;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0976;VCHA;2330;0;3;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0987;VCHA;2510;0;1;NA;NA;NA;0.0066;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
chasse à vue;NA;ANI-21-0987;VCHA;2510;0;2;ad;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0998;VCHA;2760;0;1;NA;NA;NA;0.0097;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
tri manuel;1;ANI-21-0570;ARG;1790;0;1;NA;NA;hermaphrodite;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
tri manuel;1;ANI-21-0570;ARG;1790;0;2;NA;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
tri manuel;1;ANI-21-0625;BOU;1440;0;1;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
tri manuel;1;ANI-21-0625;BOU;1440;0;2;ad;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
tri manuel;1;ANI-21-0680;CAU;1400;0;1;NA;NA;hermaphrodite;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
tri manuel;1;ANI-21-0702;CAU;1800;0;1;NA;NA;NA;0.0041;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
tri manuel;1;ANI-21-0735;CAU;2445;0;2;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
tri manuel;1;ANI-21-0757;MOU;1810;0;1;NA;NA;hermaphrodite;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
tri manuel;1;ANI-21-0768;MOU;1940;0;1;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
tri manuel;1;ANI-21-0779;MOU;2160;0;1;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
tri manuel;1;ANI-21-0790;MOU;2355;0;10;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
tri manuel;1;ANI-21-0812;MOU;2720;0;1;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
tri manuel;1;ANI-21-0834;RIS;2195;0;1;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
tri manuel;1;ANI-21-0878;RIS;2890;0;1;NA;NA;hermaphrodite;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
tri manuel;1;ANI-21-0878;RIS;2890;0;1;ad;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
tri manuel;1;ANI-21-0889;TAN;1420;0;1;ad;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
tri manuel;1;ANI-22-0008;ARM;1520;1;1;NA;NA;NA;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
tri manuel;1;ANI-22-0294;VTN;1675;0;1;NA;NA;NA;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
tri manuel;3;ANI-21-0582;ARG;2000;0;1;NA;NA;NA;0.0043;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
tri manuel;3;ANI-21-0582;ARG;2000;0;1;NA;NA;NA;0.0106;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
tri manuel;3;ANI-21-0582;ARG;2000;0;1;NA;NA;hermaphrodite;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
tri manuel;3;ANI-21-0582;ARG;2000;0;1;NA;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
tri manuel;3;ANI-21-0615;BOU;1240;0;1;NA;NA;NA;0.0107;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
tri manuel;3;ANI-21-0615;BOU;1240;0;1;NA;NA;NA;0.0131;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
tri manuel;3;ANI-21-0626;BOU;1440;0;1;NA;NA;NA;0.0133;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
tri manuel;3;ANI-21-0626;BOU;1440;0;1;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
tri manuel;3;ANI-21-0637;BOU;1620;0;1;NA;NA;hermaphrodite;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
tri manuel;3;ANI-21-0637;BOU;1620;0;1;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
tri manuel;3;ANI-21-0681;CAU;1400;0;1;NA;NA;NA;0.0279;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
tri manuel;3;ANI-21-0681;CAU;1400;0;1;NA;NA;hermaphrodite;NA;taxref;Gastropoda;186338;Classe;Gastropoda Cuvier, 1795;NA;NA;Gastropoda;Mollusca
tri manuel;3;ANI-21-0681;CAU;1400;0;1;ad;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
tri manuel;3;ANI-21-0703;CAU;1800;0;1;NA;NA;NA;0.0099;taxref;Chilopoda;185587;Classe;Chilopoda Latreille, 1817;NA;NA;Chilopoda;Arthropoda
tri manuel;3;ANI-21-0714;CAU;2020;0;1;ad;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
tri manuel;3;ANI-21-0714;CAU;2020;0;4;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
tri manuel;3;ANI-21-0725;CAU;2225;0;3;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
tri manuel;3;ANI-21-0769;MOU;1940;0;1;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
tri manuel;3;ANI-21-0780;MOU;2160;0;5;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
tri manuel;3;ANI-21-0791;MOU;2355;0;1;ad;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
tri manuel;3;ANI-21-0791;MOU;2355;0;3;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
tri manuel;3;ANI-21-0813;MOU;2720;0;2;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
tri manuel;3;ANI-21-0846;RIS;2340;0;3;larv;NA;NA;NA;taxref;Insecta;184611;Classe;Insecta Linnaeus, 1758;NA;NA;Insecta;Arthropoda
